ID;Categoria;Credito;Entrada;Prazo;Parcela;Administradora;Fundo;Taxa;Seguro;Pago;Disponibilidade;Link_Whats
9142;Veículo;R$ 46.640,27;R$ 22.860,00;40;R$ 938,36;HS;-;R$ 666,29;R$ 33,03;R$ 17.328,87;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209142%29%20com%20Cr%C3%A9dito%20de%20R%24%2046.640%2C27%20e%20Entrada%20de%20R%24%2022.860%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9278;Veículo;R$ 46.463,71;R$ 22.770,00;64;R$ 687,95;HS;-;R$ 663,77;R$ 38,75;R$ 12.301,98;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209278%29%20com%20Cr%C3%A9dito%20de%20R%24%2046.463%2C71%20e%20Entrada%20de%20R%24%2022.770%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8009;Veículo;R$ 46.261,94;R$ 22.700,00;38;R$ 1.280,87;HS;-;R$ 660,88;R$ 42,83;R$ 3.439,72;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208009%29%20com%20Cr%C3%A9dito%20de%20R%24%2046.261%2C94%20e%20Entrada%20de%20R%24%2022.700%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
7031;Veículo;R$ 45.828,94;R$ 30.200,00;12;R$ 3.530,39;HS;-;R$ 654,70;R$ 37,28;R$ 4.876,90;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%207031%29%20com%20Cr%C3%A9dito%20de%20R%24%2045.828%2C94%20e%20Entrada%20de%20R%24%2030.200%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9471;Veículo;R$ 45.331,00;R$ 22.212,00;61;R$ 718,92;HS;-;R$ 647,59;R$ 38,59;R$ 8.080,44;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209471%29%20com%20Cr%C3%A9dito%20de%20R%24%2045.331%2C00%20e%20Entrada%20de%20R%24%2022.212%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9137;Veículo;R$ 45.017,19;R$ 22.060,00;60;R$ 772,15;HS;-;R$ 643,10;R$ 40,77;R$ 8.189,85;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209137%29%20com%20Cr%C3%A9dito%20de%20R%24%2045.017%2C19%20e%20Entrada%20de%20R%24%2022.060%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8031;Veículo;R$ 44.811,59;R$ 21.000,00;53;R$ 864,51;HS;-;R$ 640,17;R$ 40,32;R$ 7.793,41;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208031%29%20com%20Cr%C3%A9dito%20de%20R%24%2044.811%2C59%20e%20Entrada%20de%20R%24%2021.000%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9379;Veículo;R$ 44.272,12;R$ 21.693,00;26;R$ 1.636,55;HS;-;R$ 632,46;R$ 37,44;R$ 9.346,97;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209379%29%20com%20Cr%C3%A9dito%20de%20R%24%2044.272%2C12%20e%20Entrada%20de%20R%24%2021.693%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
7025;Veículo;R$ 43.676,77;R$ 21.000,00;36;R$ 1.261,79;HS;-;R$ 623,95;R$ 39,97;R$ 3.053,79;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%207025%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.676%2C77%20e%20Entrada%20de%20R%24%2021.000%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9415;Veículo;R$ 43.554,56;R$ 21.342,00;62;R$ 766,95;HS;-;R$ 622,21;R$ 41,84;R$ 7.152,26;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209415%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.554%2C56%20e%20Entrada%20de%20R%24%2021.342%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
5088;Veículo;R$ 43.382,44;R$ 25.900,00;37;R$ 1.226,03;HS;-;R$ 619,75;R$ 39,92;R$ 6.976,73;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%205088%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.382%2C44%20e%20Entrada%20de%20R%24%2025.900%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9081;Veículo;R$ 43.274,79;R$ 21.210,00;36;R$ 881,35;HS;-;R$ 618,21;R$ 27,92;R$ 18.466,00;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209081%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.274%2C79%20e%20Entrada%20de%20R%24%2021.210%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9102;Veículo;R$ 43.215,17;R$ 22.260,00;36;R$ 1.297,94;HS;-;R$ 617,36;R$ 41,12;R$ 5.830,76;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209102%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.215%2C17%20e%20Entrada%20de%20R%24%2022.260%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9143;Veículo;R$ 43.199,80;R$ 21.070,00;95;R$ 538,48;HS;-;R$ 617,14;R$ 45,02;R$ 1.044,01;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209143%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.199%2C80%20e%20Entrada%20de%20R%24%2021.070%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
5050;Veículo;R$ 43.105,35;R$ 21.600,00;38;R$ 1.192,78;HS;-;R$ 615,79;R$ 39,89;R$ 5.321,55;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%205050%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.105%2C35%20e%20Entrada%20de%20R%24%2021.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
6038;Veículo;R$ 43.077,35;R$ 21.500,00;36;R$ 1.243,54;HS;-;R$ 615,39;R$ 39,40;R$ 2.667,86;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%206038%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.077%2C35%20e%20Entrada%20de%20R%24%2021.500%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9162;Veículo;R$ 43.054,12;R$ 20.950,00;23;R$ 1.409,48;HS;-;R$ 615,06;R$ 28,53;R$ 18.203,73;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209162%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.054%2C12%20e%20Entrada%20de%20R%24%2020.950%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9174;Veículo;R$ 43.011,09;R$ 20.874,00;90;R$ 576,13;HS;-;R$ 614,44;R$ 45,63;R$ 348,00;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209174%29%20com%20Cr%C3%A9dito%20de%20R%24%2043.011%2C09%20e%20Entrada%20de%20R%24%2020.874%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9041;Veículo;R$ 42.880,63;R$ 20.980,00;70;R$ 618,18;HS;-;R$ 612,58;R$ 38,08;R$ 8.542,73;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209041%29%20com%20Cr%C3%A9dito%20de%20R%24%2042.880%2C63%20e%20Entrada%20de%20R%24%2020.980%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9037;Veículo;R$ 42.745,47;R$ 21.190,00;54;R$ 660,87;HS;-;R$ 610,65;R$ 31,40;R$ 12.954,92;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209037%29%20com%20Cr%C3%A9dito%20de%20R%24%2042.745%2C47%20e%20Entrada%20de%20R%24%2021.190%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9176;Veículo;R$ 42.537,77;R$ 20.850,00;36;R$ 849,42;HS;-;R$ 607,68;R$ 26,91;R$ 18.735,11;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209176%29%20com%20Cr%C3%A9dito%20de%20R%24%2042.537%2C77%20e%20Entrada%20de%20R%24%2020.850%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9387;Veículo;R$ 42.167,11;R$ 20.661,00;46;R$ 883,26;HS;-;R$ 602,39;R$ 35,75;R$ 10.224,59;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209387%29%20com%20Cr%C3%A9dito%20de%20R%24%2042.167%2C11%20e%20Entrada%20de%20R%24%2020.661%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8083;Veículo;R$ 41.964,55;R$ 19.500,00;57;R$ 843,13;HS;-;R$ 599,49;R$ 42,29;R$ 2.920,67;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208083%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.964%2C55%20e%20Entrada%20de%20R%24%2019.500%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9091;Veículo;R$ 41.749,92;R$ 20.780,00;46;R$ 891,68;HS;-;R$ 596,43;R$ 36,10;R$ 6.071,43;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209091%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.749%2C92%20e%20Entrada%20de%20R%24%2020.780%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9186;Veículo;R$ 41.582,49;R$ 20.180,00;33;R$ 1.183,06;HS;-;R$ 594,04;R$ 34,36;R$ 10.993,49;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209186%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.582%2C49%20e%20Entrada%20de%20R%24%2020.180%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9127;Veículo;R$ 41.476,73;R$ 20.930,00;29;R$ 1.412,77;HS;-;R$ 592,52;R$ 36,05;R$ 9.707,21;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209127%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.476%2C73%20e%20Entrada%20de%20R%24%2020.930%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9148;Veículo;R$ 41.446,88;R$ 20.310,00;51;R$ 685,87;HS;-;R$ 592,10;R$ 30,78;R$ 14.627,03;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209148%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.446%2C88%20e%20Entrada%20de%20R%24%2020.310%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9380;Veículo;R$ 41.346,13;R$ 20.260,00;79;R$ 567,90;HS;-;R$ 590,66;R$ 39,48;R$ 5.502,95;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209380%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.346%2C13%20e%20Entrada%20de%20R%24%2020.260%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9119;Veículo;R$ 41.344,74;R$ 20.260,00;74;R$ 574,81;HS;-;R$ 590,64;R$ 37,43;R$ 7.815,73;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209119%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.344%2C74%20e%20Entrada%20de%20R%24%2020.260%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9132;Veículo;R$ 41.073,02;R$ 20.130,00;79;R$ 560,61;HS;-;R$ 586,76;R$ 38,97;R$ 5.842,20;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209132%29%20com%20Cr%C3%A9dito%20de%20R%24%2041.073%2C02%20e%20Entrada%20de%20R%24%2020.130%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9417;Veículo;R$ 40.937,31;R$ 19.931,00;54;R$ 809,01;HS;-;R$ 584,82;R$ 38,44;R$ 9.792,91;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209417%29%20com%20Cr%C3%A9dito%20de%20R%24%2040.937%2C31%20e%20Entrada%20de%20R%24%2019.931%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9306;Veículo;R$ 40.924,71;R$ 20.054,00;56;R$ 646,13;HS;-;R$ 584,64;R$ 31,84;R$ 12.856,58;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209306%29%20com%20Cr%C3%A9dito%20de%20R%24%2040.924%2C71%20e%20Entrada%20de%20R%24%2020.054%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9136;Veículo;R$ 40.246,29;R$ 19.720,00;57;R$ 654,44;HS;-;R$ 574,95;R$ 32,83;R$ 11.156,08;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209136%29%20com%20Cr%C3%A9dito%20de%20R%24%2040.246%2C29%20e%20Entrada%20de%20R%24%2019.720%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9352;Veículo;R$ 40.215,02;R$ 19.705,00;59;R$ 634,76;HS;-;R$ 574,50;R$ 32,96;R$ 10.942,04;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209352%29%20com%20Cr%C3%A9dito%20de%20R%24%2040.215%2C02%20e%20Entrada%20de%20R%24%2019.705%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9441;Veículo;R$ 40.046,90;R$ 19.622,00;56;R$ 663,58;HS;-;R$ 572,10;R$ 32,70;R$ 11.133,84;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209441%29%20com%20Cr%C3%A9dito%20de%20R%24%2040.046%2C90%20e%20Entrada%20de%20R%24%2019.622%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9324;Veículo;R$ 40.026,28;R$ 20.078,00;41;R$ 1.001,14;HS;-;R$ 571,80;R$ 36,12;R$ 7.628,82;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209324%29%20com%20Cr%C3%A9dito%20de%20R%24%2040.026%2C28%20e%20Entrada%20de%20R%24%2020.078%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
6029;Veículo;R$ 39.909,50;R$ 19.600,00;73;R$ 548,95;HS;-;R$ 570,14;R$ 35,26;R$ 7.432,86;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%206029%29%20com%20Cr%C3%A9dito%20de%20R%24%2039.909%2C50%20e%20Entrada%20de%20R%24%2019.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9020;Veículo;R$ 39.699,14;R$ 19.620,00;94;R$ 476,21;HS;-;R$ 567,13;R$ 39,39;R$ 1.159,98;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209020%29%20com%20Cr%C3%A9dito%20de%20R%24%2039.699%2C14%20e%20Entrada%20de%20R%24%2019.620%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9205;Veículo;R$ 39.286,27;R$ 20.930,00;23;R$ 1.628,03;HS;-;R$ 561,23;R$ 32,95;R$ 11.997,23;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209205%29%20com%20Cr%C3%A9dito%20de%20R%24%2039.286%2C27%20e%20Entrada%20de%20R%24%2020.930%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9368;Veículo;R$ 39.203,45;R$ 19.209,00;69;R$ 561,71;HS;-;R$ 560,05;R$ 34,11;R$ 8.680,75;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209368%29%20com%20Cr%C3%A9dito%20de%20R%24%2039.203%2C45%20e%20Entrada%20de%20R%24%2019.209%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9466;Veículo;R$ 39.087,47;R$ 19.152,00;62;R$ 606,75;HS;-;R$ 558,39;R$ 33,10;R$ 10.884,37;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209466%29%20com%20Cr%C3%A9dito%20de%20R%24%2039.087%2C47%20e%20Entrada%20de%20R%24%2019.152%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8084;Veículo;R$ 38.978,77;R$ 20.790,00;33;R$ 1.233,31;HS;-;R$ 556,84;R$ 35,82;R$ 5.523,50;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208084%29%20com%20Cr%C3%A9dito%20de%20R%24%2038.978%2C77%20e%20Entrada%20de%20R%24%2020.790%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9338;Veículo;R$ 38.719,76;R$ 18.972,00;62;R$ 595,23;HS;-;R$ 553,14;R$ 32,48;R$ 10.126,67;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209338%29%20com%20Cr%C3%A9dito%20de%20R%24%2038.719%2C76%20e%20Entrada%20de%20R%24%2018.972%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9467;Veículo;R$ 38.317,98;R$ 18.994,00;74;R$ 596,66;HS;-;R$ 547,40;R$ 38,85;R$ 1.143,85;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209467%29%20com%20Cr%C3%A9dito%20de%20R%24%2038.317%2C98%20e%20Entrada%20de%20R%24%2018.994%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9064;Veículo;R$ 38.261,04;R$ 18.590,00;82;R$ 525,18;HS;-;R$ 546,59;R$ 37,90;R$ 2.647,17;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209064%29%20com%20Cr%C3%A9dito%20de%20R%24%2038.261%2C04%20e%20Entrada%20de%20R%24%2018.590%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9036;Veículo;R$ 38.243,12;R$ 18.740,00;59;R$ 717,17;HS;-;R$ 546,33;R$ 37,24;R$ 1.950,19;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209036%29%20com%20Cr%C3%A9dito%20de%20R%24%2038.243%2C12%20e%20Entrada%20de%20R%24%2018.740%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
3566;Veículo;R$ 38.072,84;R$ 23.900,00;31;R$ 1.386,08;HS;-;R$ 543,90;R$ 37,81;R$ 20.944,94;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%203566%29%20com%20Cr%C3%A9dito%20de%20R%24%2038.072%2C84%20e%20Entrada%20de%20R%24%2023.900%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8073;Veículo;R$ 37.986,24;R$ 18.450,00;76;R$ 520,30;HS;-;R$ 542,66;R$ 34,80;R$ 5.733,24;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208073%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.986%2C24%20e%20Entrada%20de%20R%24%2018.450%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9347;Veículo;R$ 37.949,16;R$ 18.595,00;74;R$ 527,60;HS;-;R$ 542,13;R$ 34,36;R$ 7.140,32;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209347%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.949%2C16%20e%20Entrada%20de%20R%24%2018.595%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9175;Veículo;R$ 37.949,16;R$ 18.595,00;78;R$ 516,19;HS;-;R$ 542,13;R$ 35,43;R$ 5.920,23;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209175%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.949%2C16%20e%20Entrada%20de%20R%24%2018.595%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9456;Veículo;R$ 37.803,21;R$ 18.445,00;85;R$ 498,46;HS;-;R$ 540,05;R$ 37,28;R$ 3.480,00;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209456%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.803%2C21%20e%20Entrada%20de%20R%24%2018.445%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9275;Veículo;R$ 37.707,57;R$ 18.420,00;81;R$ 506,65;HS;-;R$ 538,68;R$ 36,11;R$ 4.735,33;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209275%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.707%2C57%20e%20Entrada%20de%20R%24%2018.420%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9118;Veículo;R$ 37.120,39;R$ 18.190,00;32;R$ 996,22;HS;-;R$ 530,29;R$ 28,05;R$ 12.749,26;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209118%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.120%2C39%20e%20Entrada%20de%20R%24%2018.190%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9052;Veículo;R$ 37.051,72;R$ 18.160,00;38;R$ 702,08;HS;-;R$ 529,31;R$ 23,48;R$ 21.777,32;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209052%29%20com%20Cr%C3%A9dito%20de%20R%24%2037.051%2C72%20e%20Entrada%20de%20R%24%2018.160%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
7099;Veículo;R$ 36.647,49;R$ 18.700,00;74;R$ 550,80;HS;-;R$ 523,54;R$ 35,87;R$ 2.514,75;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%207099%29%20com%20Cr%C3%A9dito%20de%20R%24%2036.647%2C49%20e%20Entrada%20de%20R%24%2018.700%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9489;Veículo;R$ 36.449,10;R$ 18.075,00;89;R$ 470,44;HS;-;R$ 520,70;R$ 36,84;R$ 1.740,00;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209489%29%20com%20Cr%C3%A9dito%20de%20R%24%2036.449%2C10%20e%20Entrada%20de%20R%24%2018.075%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
